Scarcity.Quantity,Abundance.Quantity,Gradable_attributes.Attribute
Visiting_scenario_arrival.Manner,Arriving.Manner,Eventive_affecting.Manner,Traversing.Manner
Cause_to_be_wet.Liquid,Transitive_action.Patient,Objective_influence.Dependent_entity
Gesture.Manner,Communication.Manner,Cause_to_perceive.Manner
Intentional_traversing.Place,Self_motion.Place,Traversing.Area,Traversing.Place,Intentionally_act.Place,Motion.Place,Motion.Area,Motion.Place
Cause_change_of_position_on_a_scale.Item,Transitive_action.Patient,Objective_influence.Dependent_entity
Speed.Entity,Measurable_attributes.Entity,Attributes.Entity,Gradable_attributes.Entity
Process_end.Time,Event.Time,Process.Time,Change_of_state_scenario.Time
Substance.Constituents,Physical_entity.Constituents,Entity.Constituent_parts
Perception_active.Place,Intentionally_act.Place,Event.Place
Inspecting.Manner,Scrutinizing_for.Manner,Scrutiny.Manner
Touring.Place,Perception_active.Place,Intentionally_act.Place
Communication_manner.Manner,Communication.Manner,Cause_to_perceive.Manner
Cause_motion.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Impact.Time,Cause_impact.Time,Transitive_action.Time
Attempt_means.Outcome,Attempt.Outcome,Attempting_scenario.Outcome
Visiting.Time,Being_located.Time,Intentionally_act.Time,Visiting_scenario_stay.Time,Event.Time
Cutting.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Membership.Group,Be_subset_of.Total,Being_included.Whole
Go_into_shape.Place,Event.Place,Change_of_state_scenario.Place
Invading.Means,Attack.Means,Invasion_scenario.Means,Intentionally_affect.Means
Processing_materials.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Cause_to_experience.Agent,Intentionally_affect.Agent,Intentionally_act.Agent,Transitive_action.Agent
Hunting_success_or_failure.Means,Hunting_scenario.Means,Attempt_obtain_food_scenario.Means
Trying_out.Entity,Research.Topic,Scrutiny.Phenomenon
Evaluative_comparison.Degree,Position_on_a_scale.Degree,Gradable_attributes.Degree
Working_on.Agent,Attempt.Agent,Attempting_scenario.Agent
Reparation.Benefiting_action,Intentionally_affect.Event,Intentionally_act.Act,Transitive_action.Event
Rape.Victim,Intentionally_affect.Patient,Transitive_action.Patient
Location_of_light.Time,Measurable_attributes.Time,Gradable_attributes.Time
Execution.Time,Killing.Time,Rewards_and_punishments.Time,Transitive_action.Time,Intentionally_affect.Time
Cause_expansion.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Hiding_objects.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Committing_crime.Manner,Misdeed.Manner,Event.Manner
Duplication.Copy,Intentionally_create.Created_entity,Creating.Created_entity
Performers.Age,People_by_vocation.Age,People.Age
Amassing.Manner,Getting.Manner,Event.Manner
Process_stop.Reason,Event.Reason,Change_of_state_scenario.Reason
Cause_to_experience.Experiencer,Intentionally_affect.Patient,Transitive_action.Patient
Travel.Place,Self_motion.Place,Intentionally_act.Place,Motion.Place
Replacing.New,Intentionally_affect.Patient,Transitive_action.Patient
Setting_fire.Kindler,Transitive_action.Agent,Objective_influence.Influencing_entity
Posing_as.Time,Passing_off.Time,Intentionally_act.Time
Posing_as.Purpose,Passing_off.Purpose,Intentionally_act.Purpose
Collaboration.Place,Intentionally_act.Place,Event.Place
Cutting.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Planting.Purpose,Agriculture.Purpose,Attempt_obtain_food_scenario.Purpose
Cause_change.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Dodging.Time,Avoiding.Time,Intentionally_act.Time
Emotions_of_mental_activity.Reason,Emotions_by_stimulus.Reason,Emotions.Reason
Enforcing.Agent,Execute_plan.Agent,Intentionally_act.Agent
Aiming.Instrument,Attempt_distant_interaction_scenario.Instrument,Manipulation.Bodypart_of_agent,Manipulation.Instrument,Intentionally_affect.Instrument
Earnings_and_losses.Manner,Commerce_collect.Manner,Getting.Manner
Cause_to_make_noise.Sound_maker,Transitive_action.Patient,Objective_influence.Dependent_entity
Transitive_action.Place,Event.Place,Objective_influence.Place,Change_of_state_scenario.Place
Emptying.Time,Container_focused_removing.Time,Transitive_action.Time
Rejuvenation.Entity,Transitive_action.Patient,Objective_influence.Dependent_entity
Others_situation_as_stimulus.Parameter,Emotions_by_stimulus.Parameter,Emotions.Parameter
Posing_as.Place,Passing_off.Place,Intentionally_act.Place
Damaging.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Commerce_collect.Purpose,Getting.Purpose,Getting_scenario.Purpose
Intentional_traversing.Source,Self_motion.Source,Traversing.Source,Motion.Source,Motion.Source
Entering_of_plea.Time,Arraignment.Time,Criminal_process.Time,Process.Time
Cause_expansion.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Arrest.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Buildings.Building,Artifact.Artifact,Entity.Entity
Duplication.Purpose,Intentionally_create.Purpose,Intentionally_act.Purpose
Ceasing_to_be.Place,Event.Place,Change_of_state_scenario.Place
Hunting.Ground,Hunting_scenario.Ground,Attempt_obtain_food_scenario.Ground
Cause_change_of_phase.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Food.Constituent_parts,Physical_entity.Constituents,Entity.Constituent_parts
Change_posture.Location,Intentionally_act.Place,Event.Place
Kidnapping.Place,Committing_crime.Place,Getting.Place,Misdeed.Place,Event.Place
Escaping.Undesirable_location,Departing.Source,Traversing.Source
Foreign_or_domestic_country.Descriptor,Political_locales.Descriptor,Locale_by_ownership.Descriptor
Planting.Agent,Agriculture.Agriculturist,Attempt_obtain_food_scenario.Seeker
Inhibit_movement.Theme,Intentionally_affect.Patient,Transitive_action.Patient
Endangering.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Emotions_success_or_failure.Circumstances,Emotions_by_stimulus.Circumstances,Emotions.Circumstances
Setting_out.Time,Quitting_a_place.Time,Travel.Time,Departing.Time,Intentional_traversing.Time,Self_motion.Time
Body_decoration.Type,Artifact.Type,Entity.Type
Change_event_time.Event,Cause_change.Entity,Cause_change.Initial_category,Transitive_action.Patient
Theft.Place,Committing_crime.Place,Taking.Place,Misdeed.Place,Getting.Place,Intentionally_affect.Place
Execute_plan.Place,Intentionally_act.Place,Event.Place
Hunting.Instrument,Hunting_scenario.Instrument,Attempt_obtain_food_scenario.Instrument
Annoyance.Reason,Emotions_by_stimulus.Reason,Emotions.Reason
Annoyance.Stimulus,Emotions_by_stimulus.Stimulus,Emotions.Stimulus
Change_event_time.Cause,Cause_change.Cause,Transitive_action.Cause
Immobilization.Patient,Intentionally_affect.Patient,Transitive_action.Patient
Dominate_competitor.Agent,Be_in_control.Controlling_entity,Control.Controlling_entity
Execution.Reason,Killing.Reason,Rewards_and_punishments.Reason,Intentionally_affect.Reason
Commerce_pay.Purpose,Giving.Purpose,Giving_scenario.Purpose,Intentionally_act.Purpose,Lose_possession.Purpose
Stinginess.Behavior,Social_interaction_evaluation.Behavior,Social_behavior_evaluation.Behavior
Performers.Origin,People_by_vocation.Origin,People.Origin
Setting_out.Consecutive,Quitting_a_place.Consecutive,Intentional_traversing.Consecutive
Visiting_scenario_arrival.Goal,Arriving.Goal,Visiting_scenario.Entity,Traversing.Goal
Invading.Time,Attack.Time,Invasion_scenario.Time,Intentionally_affect.Time
Cause_to_resume.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Political_locales.Relative_location,Locale_by_ownership.Relative_location,Locale.Relative_location
Emotions_by_possibility.Topic,Emotions_by_stimulus.Topic,Emotions.Topic
Intentionally_create.Time,Creating.Time,Intentionally_act.Time,Transitive_action.Time,Event.Time
Preserving.Time,Processing_materials.Time,Intentionally_affect.Time
Evading.Area,Avoiding.Place,Intentionally_act.Place
Exhaust_resource.Manner,Using.Manner,Intentionally_affect.Manner
Change_tool.Time,Intentionally_act.Time,Event.Time
Arriving.Depictive,Traversing.Depictive,Motion.Depictive
Time_vector.Event,Trajector-Landmark.Trajector,Relation.Entity1
Taking.Agent,Getting.Recipient,Intentionally_affect.Agent,Getting_scenario.Recipient,Intentionally_act.Agent,Transitive_action.Agent
Filling.Manner,Container_focused_placing.Manner,Transitive_action.Manner
Container_focused_removing.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Attack.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Name_conferral.Manner,Intentionally_act.Manner,Event.Manner
Cotheme.Time,Self_motion.Time,Intentionally_act.Time,Motion.Time
Container_focused_placing.Goal,Transitive_action.Patient,Objective_influence.Dependent_entity
Visitor_departure.Goal,Departing.Goal,Visiting_scenario_departing.Goal,Traversing.Goal,Departing.Goal
Commerce_pay.Seller,Giving.Recipient,Giving_scenario.Recipient,Lose_possession.Recipient
Commerce_goods-transfer.Goods,Commercial_transaction.Goods,Transfer.Theme,Commerce_scenario.Goods,Eventive_affecting.Entity,Transfer_scenario.Theme
Confronting_problem.Frequency,Intentionally_act.Frequency,Event.Frequency
Preference.Time,Desiring.Time,Experiencer_focus.Time
Change_resistance.Agent,Cause_change_of_strength.Agent,Transitive_action.Agent
Verdict.Charges,Trial.Charges,Criminal_process.Charges
Quarreling.Manner,Discussion.Manner,Chatting.Manner
Reparation.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Smuggling.Place,Bringing.Place,Committing_crime.Place,Misdeed.Place
Just_found_out.Topic,Emotions_by_stimulus.Topic,Emotions.Topic
Cure.Treatment,Transitive_action.Cause,Transitive_action.Means,Objective_influence.Influencing_situation
Hunting.Manner,Hunting_scenario.Manner,Attempt_obtain_food_scenario.Manner
Supply.Theme,Giving.Theme,Giving_scenario.Theme,Lose_possession.Theme
Roadways.Characteristic,Locale_by_use.Descriptor,Locale.Descriptor
Imposing_obligation.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Hostile_encounter.Time,Intentionally_act.Time,Event.Time
Visit_host_departure.Time,Visiting_scenario_departing.Time,Departing.Time
Jury_deliberation.Place,Trial.Place,Criminal_process.Place
Cause_to_experience.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Render_nonfunctional.Artifact,Transitive_action.Patient,Objective_influence.Dependent_entity
Abounding_with.Theme,Locative_relation.Ground,Relation.Entity2,Trajector-Landmark.Landmark
Hit_or_miss.Outcome,Attempt_distant_interaction_scenario.Outcome,Attempting_scenario.Outcome
Supply.Manner,Giving.Manner,Giving_scenario.Manner,Intentionally_act.Manner
Surrendering_possession.Time,Giving.Time,Intentionally_act.Time,Lose_possession.Time
Sufficiency.Scale,Position_on_a_scale.Variable,Gradable_attributes.Attribute
Change_tool.Manner,Intentionally_act.Manner,Event.Manner
Filling.Time,Container_focused_placing.Time,Transitive_action.Time
Accoutrements.Style,Artifact.Type,Entity.Type
Activity_pause.Time,Process_pause.Time,Event.Time
Fining.Place,Rewards_and_punishments.Place,Intentionally_affect.Place
Money.Type,Artifact.Type,Entity.Type
Others_situation_as_stimulus.Manner,Emotions_by_stimulus.Manner,Emotions.Manner
Using.Time,Intentionally_affect.Time,Intentionally_act.Time,Transitive_action.Time
Exhaust_resource.Time,Using.Time,Intentionally_affect.Time
Communication_manner.Time,Communication.Time,Cause_to_perceive.Time
Adjusting.Part,Intentionally_affect.Patient,Transitive_action.Patient
Setting_out.Self_mover,Quitting_a_place.Self_mover,Travel.Traveler,Departing.Theme,Intentional_traversing.Self_mover,Self_motion.Self_mover,Self_motion.Self_mover
Reassuring.Time,Communication.Time,Cause_to_perceive.Time
Supporting.Time,Assistance.Time,Intentionally_act.Time
Silencing.Speaker,Intentionally_affect.Patient,Transitive_action.Patient
Replacing.Agent,Intentionally_affect.Agent,Intentionally_act.Agent,Transitive_action.Agent
Surrendering_possession.Recipient,Giving.Recipient,Giving_scenario.Recipient,Lose_possession.Recipient
Social_connection.Individual1,Relation_between_individuals.Individual_1,Relation.Entity1
Arriving.Time,Eventive_affecting.Time,Traversing.Time,Event.Time,Motion.Time
Becoming.Time,Event.Time,Change_of_state_scenario.Time
Amassing.Reason,Getting.Reason,Event.Reason,Getting_scenario.Reason
Daring.Place,Intentionally_act.Place,Event.Place
Fleeing.Duration,Self_motion.Duration,Motion.Duration
Escaping.Path,Departing.Path,Traversing.Path
Cure.Patient,Transitive_action.Patient,Objective_influence.Dependent_entity
Filling.Depictive,Container_focused_placing.Depictive,Transitive_action.Depictive
Pardon.Time,Clemency.Time,Intentionally_act.Time
Fleeing.Means,Self_motion.Means,Intentionally_act.Means
Renting_out.Explanation,Commerce_sell.Reason,Giving.Reason
Manufacturing.Manner,Intentionally_create.Manner,Creating.Manner,Intentionally_act.Manner
Receiving.Donor,Getting.Source,Receiving_scenario.Donor,Getting_scenario.Source,Getting_scenario.Source
Within_distance.Figure,Locative_relation.Figure,Relation.Entity1,State.Entity,Trajector-Landmark.Trajector
Operating_a_system.Manner,Using.Manner,Intentionally_affect.Manner
Getting.Time,Event.Time,Change_of_state_scenario.Time
Intentionally_act.Act,Event.Event,Change_of_state_scenario.Event
Just_found_out.Experiencer,Emotions_by_stimulus.Experiencer,Emotions.Experiencer
Self_motion.Manner,Intentionally_act.Manner,Motion.Manner,Event.Manner
Intentionally_create.Means,Creating.Means,Intentionally_act.Means,Transitive_action.Means
Corporal_punishment.Depictive,Cause_harm.Depictive,Rewards_and_punishments.Depictive,Cause_bodily_experience.Depictive,Transitive_action.Depictive
Setting_out.Re_encoding,Quitting_a_place.Re_encoding,Intentional_traversing.Re_encoding
Departing.Path,Traversing.Path,Motion.Path
Visiting_scenario_arrival.Normal_location,Arriving.Source,Visiting_scenario.Normal_location,Traversing.Source
Eventive_affecting.Place,Event.Place,Change_of_state_scenario.Place
Corporal_punishment.Reason,Cause_harm.Reason,Rewards_and_punishments.Reason,Cause_bodily_experience.Reason,Intentionally_affect.Reason
Activity_start.Time,Process_start.Time,Event.Time,Process.Time
Cause_to_resume.Process,Transitive_action.Patient,Objective_influence.Dependent_entity
Emotions_success_or_failure.Degree,Emotions_by_stimulus.Degree,Emotions.Degree
Manipulation.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Change_posture.Time,Intentionally_act.Time,Event.Time
Hiding_objects.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Arriving.Theme,Eventive_affecting.Entity,Traversing.Theme,Motion.Theme
Containment_relation_IS.Landmark,Trajector-Landmark.Landmark,Relation.Entity2
Sign_agreement.Purpose,Text_creation.Purpose,Intentionally_create.Purpose
Robbery.Means,Committing_crime.Instrument,Committing_crime.Means,Misdeed.Means
Verdict.Place,Intentionally_act.Place,Ruling_legally.Place,Trial.Place,Event.Place,Intentionally_act.Place,Criminal_process.Place
Execute_plan.Time,Intentionally_act.Time,Event.Time
Imprisonment.Means,Inhibit_movement.Means,Intentionally_affect.Means
Roadways.Relative_location,Locale_by_use.Relative_location,Locale.Relative_location
Create_physical_artwork.Place,Intentionally_create.Place,Creating.Place,Intentionally_act.Place
Fleeing.Depictive,Self_motion.Depictive,Motion.Depictive
Connecting_architecture.Part,Architectural_part.Part,Shaped_part.Part
Visit_host_departure.Visitor,Visiting_scenario_departing.Agent,Visitor_and_host.Visitor,Departing.Theme,Visiting_scenario.Agent,Visiting_scenario.Agent
Touring.Tourist,Perception_active.Perceiver_agentive,Intentionally_act.Agent,Perception.Perceiver
Preference.Experiencer,Desiring.Experiencer,Experiencer_focus.Experiencer
Daring.Manner,Intentionally_act.Manner,Event.Manner
Seeking_to_achieve.Time,Working_on.Time,Attempt.Time
Cause_to_be_sharp.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Visiting_scenario_departing.Time,Departing.Time,Eventive_affecting.Time,Traversing.Time
Forging.Manner,Duplication.Manner,Intentionally_create.Manner
Quitting_a_place.Intended_goal,Departing.Goal,Intentional_traversing.Goal,Self_motion.Goal,Traversing.Goal,Self_motion.Goal,Traversing.Goal,Motion.Goal
Operate_vehicle.Manner,Operating_a_system.Manner,Using.Manner
Gesture.Means,Communication.Means,Cause_to_perceive.Means
Cause_harm.Time,Cause_bodily_experience.Time,Transitive_action.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Pre_receiving.Manner,Pre_getting.Manner,Possession.Manner
Active_substance.Type,Substance.Type,Physical_entity.Type
In.Profiled_region,Containment_relation_IS.Profiled_region,Trajector-Landmark.Profiled_region
Taking.Purpose,Getting.Purpose,Intentionally_affect.Purpose,Getting_scenario.Purpose,Intentionally_act.Purpose
Cooking_creation.Ingredients,Intentionally_create.Components,Creating.Components
Cause_change_of_position_on_a_scale.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Be_in_control.Dependent_situation,Control.Dependent_situation,Objective_influence.Dependent_situation
Invading.Land,Attack.Victim,Invasion_scenario.Attacked,Intentionally_affect.Patient
Immobilization.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Execution.Instrument,Killing.Instrument,Rewards_and_punishments.Instrument,Intentionally_affect.Instrument
Passing.Means,Cause_motion.Means,Transitive_action.Means
Extradition.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Grooming.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Verdict.Manner,Intentionally_act.Manner,Ruling_legally.Manner,Event.Manner,Intentionally_act.Manner
Receiving.Recipient,Getting.Recipient,Receiving_scenario.Recipient,Getting_scenario.Recipient,Getting_scenario.Recipient
Amassing.Place,Getting.Place,Event.Place
Historic_event.Time,Event_in_history.Time,Eventive_affecting.Time,Socially_significant_history_scenario.Time,Event.Time
Cause_to_rot.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Self_motion.Time,Intentionally_act.Time,Motion.Time,Event.Time
Pre_receiving.Donor,Receiving_scenario.Donor,Getting_scenario.Source
Commerce_money-transfer.Money,Commercial_transaction.Money,Transfer.Theme,Commerce_scenario.Money,Eventive_affecting.Entity,Transfer_scenario.Theme
Corporal_punishment.Means,Cause_harm.Means,Rewards_and_punishments.Means,Cause_bodily_experience.Means,Transitive_action.Means,Intentionally_affect.Means
Theft.Source,Taking.Source,Getting.Source
Shaped_part.Whole,Part_whole.Whole,Part_piece.Substance
Heralding.Time,Intentionally_act.Time,Event.Time
Fining.Speaker,Rewards_and_punishments.Agent,Intentionally_affect.Agent
Cause_to_amalgamate.Time,Intentionally_affect.Time,Intentionally_act.Time,Transitive_action.Time
Visit_host_arrival.Means,Visiting_scenario_arrival.Means,Arriving.Means
Cause_fluidic_motion.Time,Cause_motion.Time,Transitive_action.Time
Hiring.Purpose,Intentionally_affect.Purpose,Intentionally_act.Purpose
Emotions_by_possibility.Empathy_target,Emotions_by_stimulus.Empathy_target,Emotions.Empathy_target
Execution.Depictive,Killing.Depictive,Rewards_and_punishments.Depictive,Transitive_action.Depictive
Intentional_traversing.Depictive,Self_motion.Depictive,Traversing.Depictive,Motion.Depictive,Motion.Depictive
Departing.Reason,Eventive_affecting.Reason,Traversing.Explanation,Event.Reason
Temporary_stay.Means,Residence.Means,Visiting.Means,Intentionally_act.Means,Visiting_scenario_stay.Means
Tasting.Time,Trying_out.Time,Research.Time
Soaking.Purpose,Intentionally_affect.Purpose,Intentionally_act.Purpose
Posing_as.Means,Passing_off.Means,Intentionally_act.Means
Cause_to_make_noise.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Inspecting.Ground,Scrutinizing_for.Ground,Scrutiny.Ground
Change_resistance.Cause,Cause_change_of_strength.Cause,Transitive_action.Cause
Surrendering_possession.Place,Giving.Place,Intentionally_act.Place,Lose_possession.Place
Cause_change_of_strength.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Adjusting.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Firing.Purpose,Intentionally_affect.Purpose,Intentionally_act.Purpose
Cure.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Performers.Person,People_by_vocation.Person,People.Person
Being_up_to_it.Entity,Capability.Entity,Gradable_attributes.Entity
Manipulate_into_doing.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Jury_deliberation.Charges,Trial.Charges,Criminal_process.Charges
Cotheme.Direction,Self_motion.Direction,Motion.Direction
Front_for.Manner,Intentionally_act.Manner,Event.Manner
Evading.Time,Avoiding.Time,Intentionally_act.Time
Attempt_suasion.Speaker,Attempt.Agent,Attempting_scenario.Agent
Agriculture.Food,Attempt_obtain_food_scenario.Food,Attempting_scenario.Goal
Aiming.Targeted,Attempt_distant_interaction_scenario.Target,Manipulation.Entity,Intentionally_affect.Patient
Self_motion.Area,Intentionally_act.Place,Motion.Area,Event.Place
Text_creation.Time,Intentionally_create.Time,Creating.Time,Intentionally_act.Time
Travel.Duration,Self_motion.Duration,Motion.Duration
Cause_fluidic_motion.Manner,Cause_motion.Manner,Transitive_action.Manner
Shopping.Time,Seeking.Time,Seeking_to_achieve.Time
Revenge.Avenger,Rewards_and_punishments.Agent,Intentionally_affect.Agent
Exhaust_resource.Agent,Using.Agent,Intentionally_affect.Agent
Robbery.Perpetrator,Committing_crime.Perpetrator,Crime_scenario.Perpetrator,Misdeed.Wrongdoer
Visitor_departure.Source,Departing.Source,Visiting_scenario_departing.Source,Visitor_scenario.Entity,Traversing.Source,Departing.Source,Visiting_scenario.Entity
Forming_relationships.Place,Intentionally_act.Place,Event.Place
Visitor_departure.Place,Departing.Place,Visiting_scenario_departing.Place,Eventive_affecting.Place,Traversing.Area,Departing.Place
Historic_event.Domain,Event_in_history.Domain,Socially_significant_history_scenario.Domain
Shopping.Purpose,Seeking.Purpose,Seeking_to_achieve.Purpose
Removing.Agent,Cause_motion.Agent,Transitive_action.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Seeking.Place,Seeking_to_achieve.Place,Working_on.Place
Fear.Circumstances,Emotions_by_possibility.Circumstances,Emotions_by_stimulus.Circumstances
Surrendering_possession.Explanation,Giving.Reason,Lose_possession.Reason
Change_event_time.Means,Cause_change.Means,Transitive_action.Means
Hunting.Place,Hunting_scenario.Place,Attempt_obtain_food_scenario.Place
Create_physical_artwork.Time,Intentionally_create.Time,Creating.Time,Intentionally_act.Time
Releasing_from_custody.Suspect,Releasing.Theme,Intentionally_affect.Patient
Visit_host_stay.Visitor,Visiting_scenario_stay.Agent,Visitor_and_host.Visitor,Visiting_scenario.Agent,Visiting_scenario.Agent
Hiring.Employer,Employer's_scenario.Employer,Intentionally_affect.Agent,Intentionally_act.Agent,Transitive_action.Agent
Cause_to_continue.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Processing_materials.Agent,Intentionally_affect.Agent,Intentionally_act.Agent,Transitive_action.Agent
Sleep.Duration,Process_continue.Duration,Process.Duration
Cause_bodily_experience.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Manufacturing.Time,Intentionally_create.Time,Creating.Time,Intentionally_act.Time
Cause_to_move_in_place.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Planting.Duration,Agriculture.Duration,Attempt_obtain_food_scenario.Duration
Dominate_competitor.Time,Be_in_control.Time,Control.Time
Activity_stop.Manner,Activity.Manner,Process_stop.Manner,Process.Manner,Event.Manner,Process.Manner
Manipulate_into_doing.Victim,Intentionally_affect.Patient,Transitive_action.Patient
Passing.Time,Cause_motion.Time,Transitive_action.Time
Cause_to_continue.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Historic_event.Place,Event_in_history.Place,Eventive_affecting.Place,Socially_significant_history_scenario.Place,Event.Place
Operating_a_system.Purpose,Using.Purpose,Intentionally_affect.Purpose
Travel.Depictive,Self_motion.Depictive,Motion.Depictive
Change_resistance.Time,Cause_change_of_strength.Time,Transitive_action.Time
Create_physical_artwork.Creator,Intentionally_create.Creator,Creating.Creator,Intentionally_act.Agent
Hunting_success_or_failure.Particular_iteration,Hunting_scenario.Particular_iteration,Attempt_obtain_food_scenario.Particular_iteration
Seeking_to_achieve.Degree,Working_on.Degree,Attempt.Degree
Hunting_scenario.Means,Attempt_obtain_food_scenario.Means,Attempting_scenario.Means
Quitting_a_place.Co_participant,Departing.Cotheme,Intentional_traversing.Cotheme,Self_motion.Cotheme,Traversing.Cotheme,Self_motion.Cotheme,Traversing.Cotheme
Translating.Source_symbol,Intentionally_create.Components,Creating.Components
Planting.Place,Agriculture.Place,Attempt_obtain_food_scenario.Place
Kidnapping.Source,Getting.Source,Getting_scenario.Source
Just_found_out.Stimulus,Emotions_by_stimulus.Stimulus,Emotions.Stimulus
Endangering.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Communication_manner.Message,Communication.Message,Cause_to_perceive.Phenomenon
Food_gathering.Manner,Agriculture.Manner,Attempt_obtain_food_scenario.Manner
Transfer.Place,Eventive_affecting.Place,Event.Place
Dodging.Place,Avoiding.Place,Intentionally_act.Place
Rotting.Reason,Event.Reason,Change_of_state_scenario.Reason
Cause_change.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Relational_natural_features.Constituent_parts,Natural_features.Constituent_parts,Locale.Constituent_parts
Just_found_out.Reason,Emotions_by_stimulus.Reason,Emotions.Reason
Within_distance.Ground,Locative_relation.Ground,Relation.Entity2,Trajector-Landmark.Landmark
Drop_in_on.Normal_location,Visit_host.Normal_location,Visitor_arrival.Normal_location,Visitor_scenario.Normal_location,Arriving.Source,Visiting_scenario_arrival.Normal_location,Visitor_scenario.Normal_location
Cause_to_be_dry.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Emotions_by_possibility.Expressor,Emotions_by_stimulus.Expressor,Emotions.Expressor
Observable_body_parts.Orientational_Location,Shaped_part.Orientation,Part_whole.Orientation
Temporary_stay.Host,Visiting.Entity,Being_located.Location,Visiting_scenario_stay.Entity,Visitor_scenario.Entity
Placing.Place,Cause_motion.Place,Transitive_action.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Setting_fire.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Agriculture.Agriculturist,Attempt_obtain_food_scenario.Seeker,Attempting_scenario.Agent
Cause_to_be_wet.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Post_receiving.Manner,Post_getting.Manner,Possession.Manner
Touring.Time,Perception_active.Time,Intentionally_act.Time
Medical_professionals.Origin,People_by_vocation.Origin,People.Origin
Processing_materials.Alterant,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Ambient_temperature.Degree,Temperature.Degree,Measurable_attributes.Degree
Corroding_caused.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Temporary_stay.Iterations,Visiting.Iterations,Visiting_scenario_stay.Iterations
Verdict.Defendant,Trial.Defendant,Criminal_process.Defendant
Cause_change_of_consistency.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Activity_finish.Place,Activity.Place,Intentionally_act.Place,Process_end.Place,Process.Place,Event.Place,Event.Place,Process.Place
Activity_pause.Duration,Activity.Duration,Process_pause.Duration,Process.Duration,Event.Duration,Process.Duration
Activity_prepare.Place,Activity.Place,Process.Place
Quitting_a_place.Purpose,Departing.Purpose,Intentional_traversing.Purpose,Self_motion.Purpose,Traversing.Purpose,Self_motion.Purpose,Traversing.Purpose,Intentionally_act.Purpose,Motion.Purpose
Goal.Landmark,Locative_relation.Ground,Trajector-Landmark.Landmark,Relation.Entity2,Trajector-Landmark.Landmark,Relation.Entity2
Invading.Invader,Attack.Assailant,Invasion_scenario.Invader,Intentionally_affect.Agent
Releasing_from_custody.Manner,Releasing.Manner,Intentionally_affect.Manner
Body_mark.Type,Physical_entity.Type,Entity.Type
Cause_to_experience.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Bail_decision.Place,Arraignment.Place,Intentionally_act.Place,Criminal_process.Place,Process.Place,Event.Place
Passing_off.Time,Intentionally_act.Time,Event.Time
